CustomerId,Recency,Frequency,Monetary,Cluster,Customer_Type
12384.0,3.4011973816621555,1.0986122886681098,6.373780434317173,0,Loyal Customers
12386.0,5.82600010738045,1.0986122886681098,5.998688392197302,3,High Risk Customers
12388.0,2.833213344056216,1.9459101490553132,7.930803150780256,1,New Customers
12390.0,4.394449154672439,0.6931471805599453,6.311444385858925,3,High Risk Customers
12391.0,3.1354942159291497,0.6931471805599453,6.0882736030360425,0,Loyal Customers
12393.0,4.290459441148391,1.6094379124341003,7.3674560152319755,2,At Risk Customers
12394.0,4.174387269895637,1.0986122886681098,7.149508589545504,2,At Risk Customers
12395.0,2.995732273553991,2.5649493574615367,8.012889586306857,1,New Customers
12397.0,3.6109179126442243,1.0986122886681098,7.7877554007552545,2,At Risk Customers
12398.0,3.8501476017100584,0.6931471805599453,7.4004128587924045,2,At Risk Customers
12399.0,4.787491742782046,1.6094379124341003,7.011799929268738,2,At Risk Customers
12401.0,5.717027701406222,0.6931471805599453,4.446174454497633,3,High Risk Customers
12402.0,5.780743515792329,0.6931471805599453,5.423186348593906,3,High Risk Customers
12403.0,3.9318256327243257,0.6931471805599453,6.0607573736039315,3,High Risk Customers
12405.0,5.0106352940962555,0.6931471805599453,7.445061184797548,3,High Risk Customers
12406.0,3.1354942159291497,1.0986122886681098,8.136313373066384,2,At Risk Customers
12407.0,3.9318256327243257,1.791759469228055,7.4437338971514055,2,At Risk Customers
12408.0,3.5263605246161616,1.791759469228055,7.968856059639959,2,At Risk Customers
12409.0,4.382026634673881,1.3862943611198906,9.312325497408466,2,At Risk Customers
12410.0,5.736572297479192,1.0986122886681098,6.542947351813216,3,High Risk Customers
12412.0,4.330733340286331,1.3862943611198906,7.1130443840624835,2,At Risk Customers
12413.0,4.219507705176107,1.3862943611198906,6.632133521022722,2,At Risk Customers
12414.0,5.384495062789089,1.3862943611198906,6.334007604663525,3,High Risk Customers
12415.0,3.2188758248682006,3.091042453358316,11.735393027855736,1,New Customers
12417.0,1.3862943611198906,2.302585092994046,8.202509843461513,1,New Customers
12418.0,4.736198448394496,0.6931471805599453,6.506650650150935,3,High Risk Customers
12420.0,4.174387269895637,0.6931471805599453,6.3992436425478765,3,High Risk Customers
12421.0,2.833213344056216,1.6094379124341003,6.694611562246261,2,At Risk Customers
12422.0,4.574710978503383,1.3862943611198906,6.690295544136225,2,At Risk Customers
12423.0,0.6931471805599453,2.1972245773362196,7.528498419486568,1,New Customers
12424.0,5.099866427824199,1.0986122886681098,7.474182104762846,2,At Risk Customers
12425.0,4.3694478524670215,0.6931471805599453,6.6569835605504535,3,High Risk Customers
12426.0,5.278114659230517,0.6931471805599453,6.369438547154207,3,High Risk Customers
12427.0,3.1354942159291497,1.3862943611198906,6.717562827807613,0,Loyal Customers
12428.0,3.295836866004329,2.302585092994046,8.981865132439246,1,New Customers
12429.0,2.302585092994046,1.6094379124341003,8.22988438262624,1,New Customers
12430.0,3.784189633918261,0.6931471805599453,5.5506312951620265,0,Loyal Customers
12431.0,3.6109179126442243,2.772588722239781,8.767321360814657,1,New Customers
12432.0,3.784189633918261,1.791759469228055,8.529185001388596,2,At Risk Customers
12433.0,0.6931471805599453,2.0794415416798357,9.50128237507538,1,New Customers
12434.0,4.454347296253507,1.0986122886681098,6.6934971352559,2,At Risk Customers
12435.0,4.394449154672439,1.0986122886681098,8.965831447914955,2,At Risk Customers
12436.0,4.61512051684126,0.6931471805599453,6.234430333369278,3,High Risk Customers
12437.0,1.0986122886681098,2.9444389791664403,8.507629605767502,1,New Customers
12438.0,2.70805020110221,1.0986122886681098,7.9751692554798295,2,At Risk Customers
12441.0,5.908082938168931,0.6931471805599453,5.162211233551045,3,High Risk Customers
12442.0,1.3862943611198906,0.6931471805599453,5.153638355178593,0,Loyal Customers
12444.0,3.091042453358316,1.791759469228055,8.518484357502437,2,At Risk Customers
12445.0,3.1354942159291497,0.6931471805599453,4.900820428089049,0,Loyal Customers
12446.0,4.07753744390572,0.6931471805599453,6.9110598129904375,3,High Risk Customers
12447.0,5.497168225293202,0.6931471805599453,6.168543217293113,3,High Risk Customers
12448.0,3.8066624897703196,0.6931471805599453,6.110247083097449,0,Loyal Customers
12449.0,3.1354942159291497,1.6094379124341003,8.310978042729836,2,At Risk Customers
12450.0,5.056245805348308,1.0986122886681098,5.292701627762401,3,High Risk Customers
12451.0,2.4849066497880004,1.791759469228055,9.109029423519523,1,New Customers
12452.0,2.8903717578961645,1.0986122886681098,6.067429722163682,0,Loyal Customers
12453.0,4.90527477843843,0.6931471805599453,6.562571204258897,3,High Risk Customers
12454.0,4.04305126783455,0.6931471805599453,8.168866163607964,2,At Risk Customers
12455.0,4.30406509320417,1.9459101490553132,7.81110665732229,2,At Risk Customers
12456.0,3.8066624897703196,1.3862943611198906,8.065277779528966,2,At Risk Customers
12457.0,4.204692619390966,2.0794415416798357,7.768207666517555,2,At Risk Customers
12458.0,4.276666119016055,1.0986122886681098,6.854776354191251,2,At Risk Customers
12461.0,4.553876891600541,1.0986122886681098,6.718868216346018,2,At Risk Customers
12462.0,2.995732273553991,1.0986122886681098,7.082204261557526,0,Loyal Customers
12463.0,3.9889840465642745,1.6094379124341003,7.204729049594601,2,At Risk Customers
12464.0,2.3978952727983707,2.1972245773362196,7.100893128209941,1,New Customers
12465.0,2.8903717578961645,1.0986122886681098,6.610951732080795,0,Loyal Customers
12468.0,5.241747015059643,1.0986122886681098,6.593783986707386,3,High Risk Customers
12471.0,1.0986122886681098,3.4339872044851463,9.89291435274037,1,New Customers
12472.0,3.4965075614664802,2.0794415416798357,8.790742363252102,1,New Customers
12473.0,3.4011973816621555,1.791759469228055,8.276152945361936,2,At Risk Customers
12474.0,2.8903717578961645,2.9444389791664403,8.899060720499207,1,New Customers
12475.0,4.007333185232471,0.6931471805599453,6.585316116572351,3,High Risk Customers
12476.0,2.833213344056216,2.4849066497880004,8.82723638014411,1,New Customers
12477.0,3.1780538303479458,1.9459101490553132,9.489542087633343,1,New Customers
12478.0,1.6094379124341003,0.6931471805599453,6.525014994979364,0,Loyal Customers
12479.0,2.4849066497880004,0.6931471805599453,6.269474999863032,0,Loyal Customers
12480.0,3.367295829986474,1.6094379124341003,8.096400209353131,2,At Risk Customers
12481.0,3.1780538303479458,2.3978952727983707,8.62709099798378,1,New Customers
12483.0,2.8903717578961645,2.1972245773362196,7.818422226986002,1,New Customers
12484.0,3.5263605246161616,1.9459101490553132,8.418106288764006,2,At Risk Customers
12488.0,2.3978952727983707,1.3862943611198906,7.169857970780942,0,Loyal Customers
12489.0,5.820082930352362,0.6931471805599453,5.816902804925467,3,High Risk Customers
12490.0,1.791759469228055,2.3978952727983707,8.597653657970227,1,New Customers
12491.0,3.6888794541139363,0.6931471805599453,6.134265345739653,0,Loyal Customers
12492.0,4.1588830833596715,1.0986122886681098,5.5767442414854775,3,High Risk Customers
12493.0,5.117993812416755,1.0986122886681098,6.0747481512447195,3,High Risk Customers
12494.0,2.833213344056216,2.0794415416798357,7.128576134926702,2,At Risk Customers
12497.0,4.418840607796598,0.6931471805599453,6.950910549296065,3,High Risk Customers
12498.0,3.091042453358316,1.3862943611198906,6.00314605188182,0,Loyal Customers
12500.0,3.1780538303479458,2.4849066497880004,8.356747405587967,1,New Customers
12501.0,5.823045895483019,0.6931471805599453,7.682662153888476,3,High Risk Customers
12502.0,4.574710978503383,1.791759469228055,8.222787230875806,2,At Risk Customers
12504.0,2.9444389791664403,1.0986122886681098,6.180120167963518,0,Loyal Customers
12506.0,5.455321115357702,0.6931471805599453,4.310799125385514,3,High Risk Customers
12507.0,4.90527477843843,1.3862943611198906,7.174578816863813,2,At Risk Customers
12508.0,3.295836866004329,1.0986122886681098,5.988660619775247,0,Loyal Customers
12509.0,5.652489180268651,0.6931471805599453,5.178970608915471,3,High Risk Customers
12510.0,4.969813299576001,1.0986122886681098,6.8911888096735625,2,At Risk Customers
12512.0,4.204692619390966,1.0986122886681098,4.891701596682476,3,High Risk Customers
12513.0,4.736198448394496,0.6931471805599453,6.418837907265026,3,High Risk Customers
12514.0,5.5909869805108565,0.6931471805599453,6.926262950537876,3,High Risk Customers
12515.0,5.869296913133774,0.6931471805599453,5.95246380975825,3,High Risk Customers
12516.0,4.3694478524670215,1.0986122886681098,7.180115570136106,2,At Risk Customers
12517.0,3.367295829986474,1.791759469228055,7.817061677081847,2,At Risk Customers
12518.0,0.6931471805599453,1.791759469228055,7.629436465014086,1,New Customers
12519.0,4.174387269895637,0.6931471805599453,5.804652925041163,3,High Risk Customers
12520.0,4.382026634673881,1.791759469228055,7.876737127834484,2,At Risk Customers
12521.0,4.969813299576001,0.6931471805599453,6.39806234681208,3,High Risk Customers
12522.0,3.6888794541139363,1.0986122886681098,5.266413817535028,0,Loyal Customers
12523.0,2.995732273553991,2.4849066497880004,7.490400973937009,1,New Customers
12524.0,2.302585092994046,2.1972245773362196,8.408877201532766,1,New Customers
12526.0,0.6931471805599453,1.3862943611198906,7.183612715167257,0,Loyal Customers
12527.0,4.418840607796598,1.3862943611198906,5.857104239599851,3,High Risk Customers
12528.0,2.302585092994046,1.9459101490553132,7.567593835498341,1,New Customers
12530.0,4.110873864173311,1.6094379124341003,7.416546835435133,2,At Risk Customers
12531.0,2.772588722239781,0.6931471805599453,4.838026416156094,0,Loyal Customers
12532.0,3.4339872044851463,0.6931471805599453,5.860301775655642,0,Loyal Customers
12534.0,4.882801922586371,0.6931471805599453,6.9940980992041535,3,High Risk Customers
12535.0,4.532599493153256,1.0986122886681098,6.575563866544399,3,High Risk Customers
12536.0,3.784189633918261,1.3862943611198906,9.441676670894656,2,At Risk Customers
12538.0,3.4011973816621555,0.6931471805599453,5.899760357897641,0,Loyal Customers
12539.0,3.1354942159291497,1.6094379124341003,8.625033629522884,2,At Risk Customers
12540.0,3.044522437723423,2.8903717578961645,9.503102518971122,1,New Customers
12541.0,3.4339872044851463,1.3862943611198906,6.889774590946187,2,At Risk Customers
12544.0,3.6109179126442243,0.6931471805599453,5.923453336491439,0,Loyal Customers
12545.0,4.330733340286331,1.0986122886681098,6.9091443138264115,2,At Risk Customers
12546.0,3.871201010907891,1.0986122886681098,7.058328137461511,2,At Risk Customers
12547.0,5.293304824724492,1.0986122886681098,5.341376856008484,3,High Risk Customers
12548.0,5.117993812416755,0.6931471805599453,4.566429357671661,3,High Risk Customers
12550.0,4.382026634673881,0.6931471805599453,6.872987835288763,3,High Risk Customers
12551.0,5.883322388488279,0.6931471805599453,5.1298987149230735,3,High Risk Customers
12552.0,3.6888794541139363,1.0986122886681098,6.084089306213804,0,Loyal Customers
12553.0,2.1972245773362196,2.3978952727983707,8.214270231095687,1,New Customers
12556.0,3.9318256327243257,1.0986122886681098,6.397862553264747,0,Loyal Customers
12557.0,2.833213344056216,1.791759469228055,9.391991704219834,1,New Customers
12558.0,2.1972245773362196,0.6931471805599453,5.601971208509516,0,Loyal Customers
12559.0,5.7430031878094825,1.0986122886681098,6.33276439774036,3,High Risk Customers
12560.0,1.791759469228055,1.3862943611198906,7.666226609492505,0,Loyal Customers
12561.0,5.717027701406222,0.6931471805599453,5.480013727948073,3,High Risk Customers
12562.0,2.1972245773362196,2.0794415416798357,8.23820389374878,1,New Customers
12564.0,5.568344503761097,0.6931471805599453,6.12665081966305,3,High Risk Customers
12565.0,5.66988092298052,0.6931471805599453,4.989888220951467,3,High Risk Customers
12566.0,4.465908118654584,0.6931471805599453,5.865476063654188,3,High Risk Customers
12567.0,3.1780538303479458,2.3978952727983707,9.148707492038316,1,New Customers
12569.0,1.0986122886681098,3.4965075614664802,8.324988557507531,1,New Customers
12571.0,3.713572066704308,1.0986122886681098,6.255001200981438,0,Loyal Customers
12572.0,2.302585092994046,1.0986122886681098,6.928949094989139,0,Loyal Customers
12573.0,5.429345628954441,0.6931471805599453,5.08475279001415,3,High Risk Customers
12574.0,5.75890177387728,0.6931471805599453,5.391124416134243,3,High Risk Customers
12576.0,3.6109179126442243,1.791759469228055,7.182982612166326,2,At Risk Customers
12577.0,3.58351893845611,1.3862943611198906,6.441903020858877,2,At Risk Customers
12578.0,3.091042453358316,1.0986122886681098,7.935769837637909,2,At Risk Customers
12579.0,4.3694478524670215,0.6931471805599453,6.0899968031722285,3,High Risk Customers
12580.0,5.5134287461649825,0.6931471805599453,6.032366538428407,3,High Risk Customers
12581.0,3.713572066704308,0.6931471805599453,5.291846475417725,0,Loyal Customers
12582.0,5.480638923341991,1.0986122886681098,6.239027502962935,3,High Risk Customers
12583.0,1.3862943611198906,2.772588722239781,8.89321301083995,1,New Customers
12584.0,1.6094379124341003,2.302585092994046,7.757542894498013,1,New Customers
12585.0,5.459585514144159,1.0986122886681098,7.621244157199997,2,At Risk Customers
12586.0,2.8903717578961645,0.6931471805599453,5.2879639544685455,0,Loyal Customers
12587.0,2.1972245773362196,0.6931471805599453,4.976733742420574,0,Loyal Customers
12588.0,3.6888794541139363,0.6931471805599453,5.3748153375207615,0,Loyal Customers
12589.0,3.4011973816621555,1.0986122886681098,6.473396747218991,0,Loyal Customers
12590.0,5.356586274672012,1.0986122886681098,9.196774773912752,2,At Risk Customers
12591.0,5.762051382780177,0.6931471805599453,6.117766746972636,3,High Risk Customers
12592.0,4.532599493153256,1.0986122886681098,6.083587835983788,3,High Risk Customers
12593.0,4.700480365792417,1.3862943611198906,6.038109554931026,3,High Risk Customers
12594.0,3.6635616461296463,2.3978952727983707,8.113492525763553,1,New Customers
12596.0,3.9512437185814275,1.0986122886681098,6.428541364981557,0,Loyal Customers
12597.0,2.995732273553991,1.6094379124341003,8.245966975595675,2,At Risk Customers
12598.0,2.3978952727983707,2.1972245773362196,8.01436219197595,1,New Customers
12599.0,3.4011973816621555,2.0794415416798357,6.940783782995926,2,At Risk Customers
12600.0,3.4011973816621555,2.3978952727983707,7.863282108506616,1,New Customers
12601.0,5.25227342804663,1.791759469228055,6.359677669513258,2,At Risk Customers
12602.0,4.0943445622221,0.6931471805599453,5.037731519757957,3,High Risk Customers
12603.0,3.1354942159291497,0.6931471805599453,6.606920419952056,0,Loyal Customers
12604.0,4.382026634673881,1.0986122886681098,5.541969178493598,3,High Risk Customers
12607.0,4.110873864173311,0.6931471805599453,7.3655028587473295,2,At Risk Customers
12609.0,4.3694478524670215,1.3862943611198906,7.0280684444921455,2,At Risk Customers
12610.0,3.1780538303479458,1.791759469228055,7.6499497335130995,2,At Risk Customers
12611.0,3.970291913552122,0.6931471805599453,7.085332264745334,2,At Risk Customers
12612.0,4.31748811353631,0.6931471805599453,6.558254538791405,3,High Risk Customers
12613.0,4.060443010546419,1.791759469228055,8.115335568501695,2,At Risk Customers
12614.0,5.631211781821365,0.6931471805599453,5.757639147446912,3,High Risk Customers
12615.0,1.0986122886681098,1.6094379124341003,7.73726297143202,1,New Customers
12616.0,4.564348191467836,1.0986122886681098,6.571303042160927,3,High Risk Customers
12617.0,3.4011973816621555,0.6931471805599453,5.869240414362608,0,Loyal Customers
12618.0,3.1354942159291497,0.6931471805599453,5.183523608545955,0,Loyal Customers
12619.0,2.833213344056216,2.302585092994046,8.200354155974704,1,New Customers
12620.0,2.772588722239781,1.3862943611198906,7.20073081629489,2,At Risk Customers
12621.0,1.0986122886681098,3.044522437723423,9.524469857917655,1,New Customers
12622.0,5.4510384535657,0.6931471805599453,5.199049364889368,3,High Risk Customers
12623.0,5.6240175061873385,0.6931471805599453,5.723911845951367,3,High Risk Customers
12624.0,4.672828834461906,1.0986122886681098,6.464790775403018,3,High Risk Customers
12625.0,5.3612921657094255,1.0986122886681098,7.895368965589599,2,At Risk Customers
12626.0,3.1780538303479458,2.302585092994046,8.798074188898816,1,New Customers
12627.0,2.4849066497880004,2.0794415416798357,8.407273409191232,1,New Customers
12628.0,1.6094379124341003,1.3862943611198906,6.668812575758953,0,Loyal Customers
12630.0,2.3978952727983707,1.0986122886681098,7.1482513998271635,0,Loyal Customers
12631.0,4.060443010546419,0.6931471805599453,6.463809184055691,3,High Risk Customers
12633.0,4.0943445622221,1.6094379124341003,7.6801664025186325,2,At Risk Customers
12635.0,4.51085950651685,1.0986122886681098,7.432590311121191,2,At Risk Customers
12637.0,4.219507705176107,2.1972245773362196,8.70016453705169,2,At Risk Customers
12638.0,3.5263605246161616,0.6931471805599453,6.511284599453549,0,Loyal Customers
12639.0,5.480638923341991,0.6931471805599453,6.188469440812497,3,High Risk Customers
12640.0,3.2188758248682006,1.3862943611198906,7.06951692181073,2,At Risk Customers
12641.0,4.7535901911063645,0.6931471805599453,5.230573714461517,3,High Risk Customers
12642.0,3.258096538021482,1.3862943611198906,6.9219145615400475,2,At Risk Customers
12643.0,4.859812404361672,1.9459101490553132,8.11541328460481,2,At Risk Customers
12644.0,4.875197323201151,0.6931471805599453,6.171512688316606,3,High Risk Customers
12645.0,3.5553480614894135,1.6094379124341003,7.482220269767765,2,At Risk Customers
12646.0,1.791759469228055,1.0986122886681098,7.206355036031724,0,Loyal Customers
12647.0,3.1354942159291497,2.5649493574615367,8.222505302105255,1,New Customers
12648.0,5.049856007249537,0.6931471805599453,5.765347830314356,3,High Risk Customers
12649.0,4.68213122712422,1.3862943611198906,6.4369673422476765,2,At Risk Customers
12650.0,1.3862943611198906,0.6931471805599453,5.753968489569372,0,Loyal Customers
12651.0,5.817111159963204,0.6931471805599453,4.74493212836325,3,High Risk Customers
12652.0,5.805134968916488,0.6931471805599453,6.82543832049292,3,High Risk Customers
12653.0,5.0106352940962555,1.0986122886681098,7.701132335950876,2,At Risk Customers
12654.0,2.4849066497880004,1.791759469228055,6.401884028681278,0,Loyal Customers
12656.0,2.8903717578961645,1.791759469228055,8.30700781907883,1,New Customers
12657.0,2.4849066497880004,1.6094379124341003,7.4049970586737315,2,At Risk Customers
12658.0,2.995732273553991,0.6931471805599453,6.532407069777784,0,Loyal Customers
12659.0,3.4339872044851463,0.6931471805599453,4.529152699564175,0,Loyal Customers
12660.0,2.4849066497880004,0.6931471805599453,5.50573795739701,0,Loyal Customers
12662.0,0.6931471805599453,2.4849066497880004,8.256031004164345,1,New Customers
12664.0,2.1972245773362196,2.302585092994046,8.49349048870337,1,New Customers
12665.0,5.786897381366708,0.6931471805599453,4.1588830833596715,3,High Risk Customers
12667.0,4.07753744390572,0.6931471805599453,6.431540399799522,3,High Risk Customers
12668.0,2.5649493574615367,1.6094379124341003,8.244898785891763,2,At Risk Customers
12669.0,5.0238805208462765,1.3862943611198906,7.917547282845659,2,At Risk Customers
12670.0,2.3978952727983707,1.791759469228055,8.005383750527514,1,New Customers
12672.0,5.802118375377063,0.6931471805599453,5.424509391785796,3,High Risk Customers
12673.0,1.791759469228055,1.0986122886681098,6.415947661051908,0,Loyal Customers
12674.0,3.6888794541139363,1.6094379124341003,7.586600674831223,2,At Risk Customers
12676.0,3.258096538021482,1.9459101490553132,7.194729601037682,2,At Risk Customers
12678.0,3.7612001156935624,2.5649493574615367,9.777326645314199,1,New Customers
12679.0,4.0943445622221,1.6094379124341003,7.015730373647435,2,At Risk Customers
12680.0,0.6931471805599453,1.6094379124341003,6.761352837213469,0,Loyal Customers
12681.0,2.772588722239781,3.1354942159291497,9.531593091360708,1,New Customers
12682.0,1.6094379124341003,3.4657359027997265,9.415793974716065,1,New Customers
12683.0,1.6094379124341003,2.772588722239781,9.045179131116987,1,New Customers
12684.0,2.1972245773362196,2.0794415416798357,7.733959364615189,1,New Customers
12685.0,3.367295829986474,1.9459101490553132,7.960002460651312,2,At Risk Customers
12686.0,5.921578419643816,0.6931471805599453,4.501364017262502,3,High Risk Customers
12688.0,4.74493212836325,0.6931471805599453,8.491836408313453,2,At Risk Customers
12689.0,3.295836866004329,1.0986122886681098,7.1297862115656185,2,At Risk Customers
12690.0,5.332718793265369,0.6931471805599453,5.966172379820607,3,High Risk Customers
12691.0,3.367295829986474,1.9459101490553132,6.94389432559801,2,At Risk Customers
12693.0,4.852030263919617,1.6094379124341003,6.753332895580138,2,At Risk Customers
12694.0,4.2626798770413155,1.0986122886681098,6.769263030204804,2,At Risk Customers
12695.0,2.0794415416798357,1.6094379124341003,6.368358698228111,0,Loyal Customers
12697.0,3.4011973816621555,1.3862943611198906,6.865463454791294,2,At Risk Customers
12700.0,2.1972245773362196,1.6094379124341003,8.505320994961897,1,New Customers
12701.0,4.394449154672439,1.0986122886681098,6.682997926190526,2,At Risk Customers
12702.0,3.044522437723423,0.6931471805599453,5.393627546352362,0,Loyal Customers
12703.0,4.276666119016055,0.6931471805599453,5.650908985049133,3,High Risk Customers
12704.0,2.0794415416798357,2.1972245773362196,7.758692224146705,1,New Customers
12705.0,2.772588722239781,2.302585092994046,8.834816031986259,1,New Customers
12707.0,5.680172609017068,0.6931471805599453,6.404269320519532,3,High Risk Customers
12708.0,3.4339872044851463,2.3978952727983707,7.906145678459555,1,New Customers
12709.0,2.772588722239781,2.772588722239781,9.180656121866383,1,New Customers
12710.0,4.584967478670572,1.3862943611198906,7.047534612510416,2,At Risk Customers
12712.0,3.4011973816621555,2.6390573296152584,8.388707334356674,1,New Customers
12713.0,0.6931471805599453,0.6931471805599453,6.744706797531768,0,Loyal Customers
12714.0,2.302585092994046,1.791759469228055,8.45741346257719,1,New Customers
12715.0,4.672828834461906,0.6931471805599453,5.841687621789754,3,High Risk Customers
12716.0,1.6094379124341003,1.0986122886681098,6.960812516706486,0,Loyal Customers
12717.0,5.0238805208462765,1.0986122886681098,6.939234566008755,2,At Risk Customers
12718.0,4.276666119016055,0.6931471805599453,5.477509030333064,3,High Risk Customers
12719.0,1.791759469228055,1.0986122886681098,6.47072210140631,0,Loyal Customers
12720.0,1.3862943611198906,3.258096538021482,8.662631168498326,1,New Customers
12721.0,3.4965075614664802,1.9459101490553132,7.885001871924596,2,At Risk Customers
12722.0,4.454347296253507,1.6094379124341003,6.906384339674138,2,At Risk Customers
12723.0,1.6094379124341003,1.791759469228055,6.587646428909591,0,Loyal Customers
12724.0,1.791759469228055,1.6094379124341003,6.9396511539657,0,Loyal Customers
12725.0,5.918893854273146,0.6931471805599453,6.060990609756592,3,High Risk Customers
12726.0,3.367295829986474,2.0794415416798357,7.867143813759015,2,At Risk Customers
12727.0,2.4849066497880004,2.0794415416798357,8.2894641427604,1,New Customers
12728.0,4.276666119016055,1.6094379124341003,6.7302182580203365,2,At Risk Customers
12729.0,4.74493212836325,0.6931471805599453,6.118119224230488,3,High Risk Customers
12731.0,3.2188758248682006,2.5649493574615367,9.846753695617958,1,New Customers
12732.0,5.198497031265826,0.6931471805599453,5.469156586232957,3,High Risk Customers
12733.0,5.459585514144159,0.6931471805599453,5.953113455724059,3,High Risk Customers
12734.0,5.869296913133774,0.6931471805599453,4.713127327493184,3,High Risk Customers
12735.0,5.755742213586912,1.0986122886681098,6.660024422032584,3,High Risk Customers
12736.0,5.811140992976701,0.6931471805599453,5.459585514144159,3,High Risk Customers
12738.0,5.921578419643816,0.6931471805599453,5.05209708390385,3,High Risk Customers
12739.0,4.3694478524670215,1.0986122886681098,6.921697631104842,2,At Risk Customers
12740.0,4.174387269895637,0.6931471805599453,6.060524083039477,3,High Risk Customers
12743.0,4.90527477843843,1.0986122886681098,6.293659545728696,3,High Risk Customers
12744.0,3.970291913552122,2.0794415416798357,9.965536571182271,1,New Customers
12747.0,1.0986122886681098,2.4849066497880004,8.342127645985029,1,New Customers
12748.0,0.6931471805599453,5.3471075307174685,10.405903614853912,1,New Customers
12749.0,1.6094379124341003,1.791759469228055,8.316759801128319,1,New Customers
12750.0,4.867534450455582,0.6931471805599453,5.623584199327089,3,High Risk Customers
12752.0,4.406719247264253,0.6931471805599453,8.38201014985595,2,At Risk Customers
12753.0,3.1780538303479458,1.9459101490553132,9.972565287088774,1,New Customers
12754.0,5.4680601411351315,1.3862943611198906,8.010273263812737,2,At Risk Customers
12755.0,5.641907070938114,1.0986122886681098,8.246158446737232,2,At Risk Customers
12756.0,4.477336814478207,0.6931471805599453,4.72809553282539,3,High Risk Customers
12757.0,2.833213344056216,2.6390573296152584,8.966439112421154,1,New Customers
12758.0,4.770684624465665,1.0986122886681098,7.934724759609325,2,At Risk Customers
12759.0,3.970291913552122,1.3862943611198906,7.334616515331031,2,At Risk Customers
12762.0,2.1972245773362196,1.0986122886681098,7.549356501658852,0,Loyal Customers
12763.0,4.9344739331306915,1.0986122886681098,6.204719365671822,3,High Risk Customers
12764.0,5.762051382780177,0.6931471805599453,7.435367220848186,3,High Risk Customers
12766.0,1.6094379124341003,2.0794415416798357,8.852325959921869,1,New Customers
12769.0,5.480638923341991,0.6931471805599453,7.042810509975002,3,High Risk Customers
12770.0,5.356586274672012,0.6931471805599453,7.209673041460572,3,High Risk Customers
12772.0,4.110873864173311,0.6931471805599453,6.795112758210396,3,High Risk Customers
12775.0,2.8903717578961645,1.791759469228055,7.23492725912033,2,At Risk Customers
12778.0,3.044522437723423,1.9459101490553132,6.713235627004493,2,At Risk Customers
12779.0,3.6635616461296463,2.1972245773362196,8.289629887368429,1,New Customers
12781.0,4.174387269895637,1.0986122886681098,6.718699095412067,2,At Risk Customers
12782.0,1.791759469228055,1.791759469228055,7.754447241564618,1,New Customers
12783.0,1.0986122886681098,1.9459101490553132,7.708370253328926,1,New Customers
